	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU273	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Sarocladiaceae	g__Sarocladium	s__kiliense
OTU274	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU275	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Debaryomycetaceae	g__Debaryomyces	s__hansenii
OTU276	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetales_fam_Incertae_sedis	g__Candida	s__albicans
OTU277	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Coniothyriaceae		
OTU278	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Phanerochaetaceae	g__Bjerkandera	s__fumosa
OTU279	k__Fungi	p__Ascomycota					
OTU280	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium	
OTU281	k__Fungi						
OTU282	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporaceae	g__Stemphylium	
OTU283	k__Fungi						
OTU284	k__Fungi						
OTU285	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU286	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU287	k__Fungi						
OTU288	k__Fungi						
OTU289	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU290	k__Fungi						
OTU291	k__Fungi						
OTU292	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	s__phoeniceum
OTU293	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Trichosporonales	f__Trichosporonaceae	g__Cutaneotrichosporon	s__jirovecii
OTU294	k__Fungi						
OTU295	k__Fungi	p__Ascomycota					
OTU296	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU297	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Cryptococcaceae	g__Cryptococcus	s__neoformans
OTU298	k__Fungi						
OTU299	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU300	k__Fungi						
OTU301	k__Fungi						
OTU302	k__Fungi	p__Ascomycota					
OTU303	k__Fungi	p__Ascomycota					
OTU304	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Hannaella	s__oryzae
OTU305	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Aspergillus	s__fumigatus
OTU306	k__Fungi						
OTU307	k__Fungi	p__Ascomycota					
OTU308	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Polyporaceae	g__Daedaleopsis	s__confragosa
OTU309	k__Fungi						
OTU310	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Filobasidiales	f__Piskurozymaceae	g__Piskurozyma	s__capsuligena
OTU311	k__Fungi						
OTU312	k__Fungi						
OTU313	k__Fungi						
OTU314	k__Fungi						
OTU315	k__Fungi	p__Ascomycota					
OTU316	k__Fungi						
OTU317	k__Fungi						
OTU318	k__Fungi	p__Basidiomycota	c__Malasseziomycetes	o__Malasseziales	f__Malasseziaceae	g__Malassezia	s__arunalokei
OTU319	k__Fungi	p__Chytridiomycota					
OTU320	k__Fungi						
OTU321	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU322	k__Fungi						
OTU323	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU324	k__Fungi						
OTU325	k__Fungi						
OTU326	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium	s__incarnatum
OTU327	k__Fungi	p__Ascomycota					
OTU328	k__Fungi						
OTU329	k__Fungi						
OTU330	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporaceae	g__Alternaria	s__brassicae
OTU331	k__Fungi						
OTU332	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU333	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetales_fam_Incertae_sedis	g__Candida	s__parapsilosis
OTU334	k__Fungi						
OTU335	k__Fungi						
OTU336	k__Fungi						
OTU337	k__Fungi						
OTU338	k__Fungi						
OTU339	k__Fungi	p__Fungi_phy_Incertae_sedis	c__Fungi_cls_Incertae_sedis	o__Fungi_ord_Incertae_sedis	f__Fungi_fam_Incertae_sedis	g__Fungi_gen_Incertae_sedis	
OTU340	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Aspergillus	s__sydowii
OTU341	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetales_fam_Incertae_sedis	g__Diutina	s__rugosa
OTU342	k__Fungi						
OTU343	k__Fungi						
OTU344	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU345	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	
OTU346	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU347	k__Fungi						
OTU348	k__Fungi						
OTU349	k__Fungi						
OTU350	k__Fungi						
OTU351	k__Fungi	p__Ascomycota					
OTU352	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU353	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Aspergillus	s__flavus
OTU354	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Metschnikowiaceae	g__Clavispora	s__lusitaniae
OTU355	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Cladosporiales	f__Cladosporiaceae	g__Cladosporium	s__sphaerospermum
OTU356	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU357	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	s__decumbens
OTU358	k__Fungi	p__Mucoromycota	c__Mucoromycetes	o__Mucorales	f__Mucoraceae	g__Mucor	
OTU359	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU360	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Thermoascaceae	g__Paecilomyces	s__dactylethromorphus
OTU361	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU362	k__Fungi						
OTU363	k__Fungi	p__Ascomycota					
OTU364	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU365	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Hannaella	s__luteola
OTU366	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Trichocomaceae	g__Thermomyces	s__lanuginosus
OTU367	k__Fungi						
OTU368	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetales_fam_Incertae_sedis	g__Yarrowia	s__lipolytica
OTU369	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	s__melinii
OTU370	k__Fungi	p__Ascomycota					
OTU371	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Polyporaceae	g__Trametes	s__pubescens
OTU372	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Aspergillus	s__aculeatus
OTU373	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Sarocladiaceae	g__Sarocladium	s__strictum
OTU374	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	s__brevicompactum
OTU375	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU376	k__Fungi						
OTU377	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU378	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Sarocladiaceae	g__Sarocladium	s__kiliense
OTU379	k__Fungi						
OTU380	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU381	k__Fungi						
OTU382	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Irpicaceae	g__Irpex	s__lacteus
OTU383	k__Fungi						
OTU384	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Glomerellales	f__Plectosphaerellaceae	g__Plectosphaerella	
OTU385	k__Fungi						
OTU386	k__Fungi						
OTU387	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU388	k__Fungi						
OTU389	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU390	k__Fungi						
OTU391	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Aspergillus	s__pseudogracilis
OTU392	k__Fungi						
OTU393	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU394	k__Fungi						
OTU395	k__Fungi						
OTU396	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Erysiphaceae	g__Podosphaera	s__xanthii
OTU397	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU398	k__Fungi	p__Ascomycota					
OTU399	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Myrotheciomycetaceae	g__Trichothecium	s__roseum
OTU400	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU401	k__Fungi						
OTU402	k__Fungi						
OTU403	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetales_fam_Incertae_sedis	g__Candida	s__sake
OTU404	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Microascales	f__Microascaceae	g__Pithoascus	
OTU405	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Aspergillus	s__ruber
OTU406	k__Fungi	p__Basidiomycota	c__Ustilaginomycetes	o__Ustilaginales	f__Ustilaginaceae	g__Ustilago	
OTU407	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU408	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU409	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Cystofilobasidiales	f__Cystofilobasidiaceae	g__Cystofilobasidium	s__infirmominiatum
OTU410	k__Fungi						
OTU411	k__Fungi						
OTU412	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU413	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Filobasidiales	f__Filobasidiaceae	g__Filobasidium	s__floriforme
OTU414	k__Fungi						
OTU415	k__Fungi						
OTU416	k__Fungi						
OTU417	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Aspergillus	s__reticulatus
OTU418	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Microascales	f__Microascales_fam_Incertae_sedis	g__Cornuvesica	s__acuminata
OTU419	k__Fungi	p__Ascomycota					
OTU420	k__Fungi						
OTU421	k__Fungi						
OTU422	k__Fungi						
OTU423	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU424	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU425	k__Fungi						
OTU426	k__Fungi						
OTU427	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU428	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetales_fam_Incertae_sedis	g__Candida	
OTU429	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU430	k__Fungi						
OTU431	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Cladosporiales	f__Cladosporiaceae	g__Verrucocladosporium	s__visseri
OTU432	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU433	k__Fungi						
OTU434	k__Fungi						
OTU435	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Diatrypaceae	g__Eutypella	
OTU436	k__Fungi	p__Ascomycota					
OTU437	k__Fungi						
OTU438	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Hymenochaetales	f__Hymenochaetaceae	g__Hydnoporia	s__corrugata
OTU439	k__Fungi						
OTU440	k__Fungi	p__Ascomycota					
OTU441	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Hannaella	s__luteola
OTU442	k__Fungi	p__Fungi_phy_Incertae_sedis	c__Fungi_cls_Incertae_sedis	o__Fungi_ord_Incertae_sedis	f__Fungi_fam_Incertae_sedis	g__Fungi_gen_Incertae_sedis	
OTU443	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Sarocladiaceae	g__Sarocladium	s__kiliense
OTU444	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymellaceae		
OTU445	k__Fungi						
OTU446	k__Fungi						
OTU447	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU448	k__Fungi						
OTU449	k__Fungi	p__Ascomycota					
OTU450	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU451	k__Fungi	p__Basidiomycota	c__Malasseziomycetes	o__Malasseziales	f__Malasseziaceae	g__Malassezia	
OTU452	k__Fungi	p__Fungi_phy_Incertae_sedis	c__Fungi_cls_Incertae_sedis	o__Fungi_ord_Incertae_sedis	f__Fungi_fam_Incertae_sedis	g__Fungi_gen_Incertae_sedis	
OTU453	k__Fungi						
OTU454	k__Fungi	p__Ascomycota					
OTU455	k__Fungi						
OTU456	k__Fungi						
OTU457	k__Fungi	p__Ascomycota					
OTU458	k__Fungi	p__Basidiomycota	c__Malasseziomycetes	o__Malasseziales	f__Malasseziaceae	g__Malassezia	s__arunalokei
OTU459	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Glomerellales	f__Glomerellaceae	g__Colletotrichum	s__graminicola
OTU460	k__Fungi						
OTU461	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU462	k__Fungi						
OTU463	k__Fungi						
OTU464	k__Fungi						
OTU465	k__Fungi						
OTU466	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Exophiala	s__dermatitidis
OTU467	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Pichiaceae	g__Pichia	s__kudriavzevii
OTU468	k__Fungi	p__Ascomycota					
OTU469	k__Fungi						
OTU470	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU471	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Thelebolales	f__Pseudeurotiaceae	g__Xerogeomyces	s__pulvereus
OTU472	k__Fungi						
OTU473	k__Fungi						
OTU474	k__Fungi						
OTU475	k__Fungi						
OTU476	k__Fungi	p__Chytridiomycota					
OTU477	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU478	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU479	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium	s__sambucinum
OTU480	k__Fungi	p__Basidiomycota	c__Malasseziomycetes	o__Malasseziales	f__Malasseziaceae	g__Malassezia	
OTU481	k__Fungi	p__Ascomycota					
OTU482	k__Fungi	p__Fungi_phy_Incertae_sedis	c__Fungi_cls_Incertae_sedis	o__Fungi_ord_Incertae_sedis	f__Fungi_fam_Incertae_sedis	g__Fungi_gen_Incertae_sedis	
OTU483	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU484	k__Fungi						
OTU485	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Vishniacozyma	s__victoriae
OTU486	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU487	k__Fungi						
OTU488	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU489	k__Fungi	p__Ascomycota					
OTU490	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Neosetophoma	
OTU491	k__Fungi						
OTU492	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Atheliales	f__Atheliaceae	g__Athelia	s__arachnoidea
OTU493	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU494	k__Fungi						
OTU495	k__Fungi						
OTU496	k__Fungi	p__Ascomycota					
OTU497	k__Fungi						
OTU498	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Sporidiobolales	f__Sporidiobolaceae	g__Rhodotorula	s__dairenensis
OTU499	k__Fungi						
OTU500	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	s__citrinum
OTU501	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU502	k__Fungi						
OTU503	k__Fungi						
OTU504	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetales_fam_Incertae_sedis	g__Candida	
OTU505	k__Fungi						
OTU506	k__Fungi						
OTU507	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU508	k__Fungi						
OTU509	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Filobasidiales	f__Filobasidiaceae	g__Filobasidium	s__floriforme
OTU510	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Hannaella	s__oryzae
OTU511	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU512	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU513	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Bulleribasidium	s__oberjochense
OTU514	k__Fungi						
OTU515	k__Fungi						
OTU516	k__Fungi						
OTU517	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymosphaeriaceae	g__Pseudopithomyces	s__chartarum
OTU518	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Dothideales	f__Dothideales_fam_Incertae_sedis	g__Coniozyma	s__leucospermi
OTU519	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU520	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetales_fam_Incertae_sedis	g__Yarrowia	s__lipolytica
OTU521	k__Fungi						
OTU522	k__Fungi						
OTU523	k__Fungi	p__Chytridiomycota					
OTU524	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU525	k__Fungi						
OTU526	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Irpicaceae	g__Irpex	s__latemarginatus
OTU527	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Sordariaceae	g__Neurospora	s__crassa
OTU528	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Neosetophoma	s__xingrenensis
OTU529	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Amphisphaeriales	f__Apiosporaceae	g__Nigrospora	
OTU530	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Sarocladiaceae	g__Sarocladium	s__zeae
OTU531	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Meruliaceae	g__Phlebia	s__tremellosa
OTU532	k__Fungi						
OTU533	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Typhulaceae	g__Typhula	s__fistulosa
OTU534	k__Fungi	p__Mucoromycota	c__Mucoromycetes	o__Mucorales	f__Mucoraceae	g__Mucor	s__racemosus
OTU535	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Steccherinaceae	g__Steccherinaceae_gen_Incertae_sedis	
OTU536	k__Fungi	p__Basidiomycota	c__Malasseziomycetes	o__Malasseziales	f__Malasseziaceae	g__Malassezia	s__restricta
OTU537	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU538	k__Fungi	p__Chytridiomycota					
OTU539	k__Fungi	p__Chytridiomycota					
OTU540	k__Fungi	p__Ascomycota					
OTU541	k__Fungi						
OTU542	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Thermoascaceae	g__Paecilomyces	s__dactylethromorphus
OTU543	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	s__phoeniceum
OTU544	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Vishniacozyma	s__victoriae
OTU545	k__Fungi						
OTU546	k__Fungi						
OTU547	k__Fungi						
OTU548	k__Fungi	p__Ascomycota					
OTU549	k__Fungi						
OTU550	k__Fungi						
OTU551	k__Fungi	p__Ascomycota					
OTU552	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU553	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Myrotheciomycetaceae	g__Trichothecium	s__roseum
OTU554	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Cryptococcaceae	g__Cryptococcus	s__neoformans
OTU555	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Aspergillus	
OTU556	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Lophiostomataceae	g__Biappendiculispora	
OTU557	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU558	k__Fungi						
OTU559	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Hymenochaetales	f__Hymenochaetaceae	g__Hydnoporia	s__corrugata
OTU560	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Aspergillus	s__japonicus
OTU561	k__Fungi						
OTU562	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Hannaella	s__sinensis
OTU563	k__Fungi						
OTU564	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU565	k__Fungi						
OTU566	k__Fungi						
OTU567	k__Fungi	p__Ascomycota					
OTU568	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Thermoascaceae	g__Paecilomyces	s__dactylethromorphus
OTU569	k__Fungi						
OTU570	k__Fungi						
OTU571	k__Fungi						
OTU572	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetales_fam_Incertae_sedis	g__Candida	
OTU573	k__Fungi	p__Ascomycota					
OTU574	k__Fungi	p__Ascomycota					
OTU575	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU576	k__Fungi						
OTU577	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Sarocladiaceae	g__Sarocladium	s__kiliense
OTU578	k__Fungi						
OTU579	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Cryptococcaceae	g__Cryptococcus	s__pseudolongus
OTU580	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU581	k__Fungi	p__Basidiomycota	c__Malasseziomycetes	o__Malasseziales	f__Malasseziaceae	g__Malassezia	
OTU582	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU583	k__Fungi	p__Ascomycota					
OTU584	k__Fungi						
OTU585	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporaceae	g__Alternaria	s__oregonensis
OTU586	k__Fungi						
OTU587	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Irpicaceae		
OTU588	k__Fungi	p__Ascomycota					
OTU589	k__Fungi	p__Ascomycota					
OTU590	k__Fungi						
OTU591	k__Fungi						
OTU592	k__Fungi						
OTU593	k__Fungi						
OTU594	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU595	k__Fungi						
OTU596	k__Fungi						
OTU597	k__Fungi						
OTU598	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU599	k__Fungi						
OTU600	k__Fungi						
OTU601	k__Fungi						
OTU602	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU603	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Thermoascaceae	g__Paecilomyces	s__dactylethromorphus
OTU604	k__Fungi						
OTU605	k__Fungi						
OTU606	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Russulales	f__Peniophoraceae	g__Peniophoraceae_gen_Incertae_sedis	
OTU607	k__Fungi						
OTU608	k__Fungi						
OTU609	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU610	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU611	k__Fungi						
OTU612	k__Fungi						
OTU613	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Thermoascaceae	g__Paecilomyces	
OTU614	k__Fungi						
OTU615	k__Fungi						
OTU616	k__Fungi						
OTU617	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU618	k__Fungi	p__Ascomycota					
OTU619	k__Fungi						
OTU620	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU621	k__Fungi						
OTU622	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU623	k__Fungi						
OTU624	k__Fungi						
OTU625	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU626	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Atheliales	f__Atheliaceae	g__Athelia	s__arachnoidea
