	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU3071	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU3072	k__Fungi						
OTU3073	k__Fungi						
OTU3074	k__Fungi						
OTU3075	k__Fungi	p__Ascomycota					
OTU3076	k__Fungi						
OTU3077	k__Fungi	p__Ascomycota					
OTU3078	k__Fungi	p__Ascomycota					
OTU3079	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3080	k__Fungi	p__Ascomycota					
OTU3081	k__Fungi						
OTU3082	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3083	k__Fungi						
OTU3084	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3085	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3086	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3087	k__Fungi						
OTU3088	k__Fungi	p__Ascomycota					
OTU3089	k__Fungi						
OTU3090	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Polyporaceae	g__Daedaleopsis	s__confragosa
OTU3091	k__Fungi						
OTU3092	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3093	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3094	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3095	k__Fungi						
OTU3096	k__Fungi	p__Ascomycota					
OTU3097	k__Fungi						
OTU3098	k__Fungi						
OTU3099	k__Fungi	p__Ascomycota					
OTU3100	k__Fungi	p__Ascomycota					
OTU3101	k__Fungi						
OTU3102	k__Fungi						
OTU3103	k__Fungi						
OTU3104	k__Fungi						
OTU3105	k__Fungi						
OTU3106	k__Fungi						
OTU3107	k__Fungi	p__Ascomycota					
OTU3108	k__Fungi						
OTU3109	k__Fungi	p__Ascomycota					
OTU3110	k__Fungi	p__Ascomycota					
OTU3111	k__Fungi						
OTU3112	k__Fungi						
OTU3113	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3114	k__Fungi						
OTU3115	k__Fungi						
OTU3116	k__Fungi	p__Ascomycota					
OTU3117	k__Fungi	p__Chytridiomycota					
OTU3118	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3119	k__Fungi						
OTU3120	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3121	k__Fungi						
OTU3122	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU3123	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3124	k__Fungi						
OTU3125	k__Fungi	p__Ascomycota					
OTU3126	k__Fungi	p__Ascomycota					
OTU3127	k__Fungi	p__Ascomycota					
OTU3128	k__Fungi						
OTU3129	k__Fungi						
OTU3130	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3131	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3132	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3133	k__Fungi						
OTU3134	k__Fungi	p__Ascomycota					
OTU3135	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU3136	k__Fungi	p__Ascomycota					
OTU3137	k__Fungi	p__Chytridiomycota					
OTU3138	k__Fungi						
OTU3139	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU3140	k__Fungi						
OTU3141	k__Fungi						
OTU3142	k__Fungi	p__Chytridiomycota					
OTU3143	k__Fungi						
OTU3144	k__Fungi						
OTU3145	k__Fungi	p__Ascomycota					
OTU3146	k__Fungi						
OTU3147	k__Fungi						
OTU3148	k__Fungi						
OTU3149	k__Fungi						
OTU3150	k__Fungi						
OTU3151	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Metschnikowiaceae	g__Metschnikowia	
OTU3152	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU3153	k__Fungi						
OTU3154	k__Fungi						
OTU3155	k__Fungi	p__Ascomycota					
OTU3156	k__Fungi						
OTU3157	k__Fungi						
OTU3158	k__Fungi						
OTU3159	k__Fungi	p__Chytridiomycota					
OTU3160	k__Fungi						
OTU3161	k__Fungi						
OTU3162	k__Fungi						
OTU3163	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3164	k__Fungi						
OTU3165	k__Fungi						
OTU3166	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Graphidales	f__Gomphillaceae	g__Gomphillus	s__calycioides
OTU3167	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU3168	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3169	k__Fungi						
OTU3170	k__Fungi						
OTU3171	k__Fungi						
OTU3172	k__Fungi						
OTU3173	k__Fungi						
OTU3174	k__Fungi						
OTU3175	k__Fungi	p__Ascomycota					
OTU3176	k__Fungi						
OTU3177	k__Fungi	p__Ascomycota					
OTU3178	k__Fungi						
OTU3179	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3180	k__Fungi	p__Chytridiomycota					
OTU3181	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU3182	k__Fungi	p__Ascomycota					
OTU3183	k__Fungi	p__Ascomycota					
OTU3184	k__Fungi						
OTU3185	k__Fungi						
OTU3186	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3187	k__Fungi	p__Ascomycota					
OTU3188	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU3189	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3190	k__Fungi						
OTU3191	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU3192	k__Fungi						
OTU3193	k__Fungi	p__Ascomycota					
OTU3194	k__Fungi						
OTU3195	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3196	k__Fungi	p__Ascomycota					
OTU3197	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU3198	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU3199	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymellaceae		
OTU3200	k__Fungi	p__Ascomycota					
OTU3201	k__Fungi						
OTU3202	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3203	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU3204	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3205	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3206	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3207	k__Fungi	p__Ascomycota					
OTU3208	k__Fungi	p__Ascomycota					
OTU3209	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3210	k__Fungi						
OTU3211	k__Fungi						
OTU3212	k__Fungi						
OTU3213	k__Fungi						
OTU3214	k__Fungi						
OTU3215	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3216	k__Fungi	p__Ascomycota					
OTU3217	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3218	k__Fungi	p__Ascomycota					
OTU3219	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3220	k__Fungi	p__Ascomycota					
OTU3221	k__Fungi	p__Chytridiomycota					
OTU3222	k__Fungi	p__Ascomycota					
OTU3223	k__Fungi						
OTU3224	k__Fungi						
OTU3225	k__Fungi	p__Ascomycota					
OTU3226	k__Fungi	p__Ascomycota					
OTU3227	k__Fungi						
OTU3228	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU3229	k__Fungi						
OTU3230	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3231	k__Fungi						
OTU3232	k__Fungi						
OTU3233	k__Fungi						
OTU3234	k__Fungi						
OTU3235	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	
OTU3236	k__Fungi	p__Ascomycota					
OTU3237	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU3238	k__Fungi						
OTU3239	k__Fungi						
OTU3240	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU3241	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU3242	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU3243	k__Fungi						
OTU3244	k__Fungi	p__Ascomycota					
OTU3245	k__Fungi						
OTU3246	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3247	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU3248	k__Fungi						
OTU3249	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporaceae	g__Alternaria	s__infectoria
OTU3250	k__Fungi						
OTU3251	k__Fungi						
OTU3252	k__Fungi						
OTU3253	k__Fungi	p__Ascomycota					
OTU3254	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3255	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU3256	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3257	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3258	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3259	k__Fungi						
OTU3260	k__Fungi						
OTU3261	k__Fungi						
OTU3262	k__Fungi						
OTU3263	k__Fungi	p__Ascomycota					
OTU3264	k__Fungi						
OTU3265	k__Fungi	p__Ascomycota					
OTU3266	k__Fungi						
OTU3267	k__Fungi						
OTU3268	k__Fungi						
OTU3269	k__Fungi						
OTU3270	k__Fungi						
OTU3271	k__Fungi						
OTU3272	k__Fungi						
OTU3273	k__Fungi	p__Ascomycota					
OTU3274	k__Fungi						
OTU3275	k__Fungi	p__Ascomycota					
OTU3276	k__Fungi	p__Chytridiomycota					
OTU3277	k__Fungi						
OTU3278	k__Fungi						
OTU3279	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3280	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3281	k__Fungi						
OTU3282	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU3283	k__Fungi	p__Ascomycota					
OTU3284	k__Fungi	p__Ascomycota					
OTU3285	k__Fungi	p__Chytridiomycota					
OTU3286	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3287	k__Fungi						
OTU3288	k__Fungi	p__Ascomycota					
OTU3289	k__Fungi						
OTU3290	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3291	k__Fungi	p__Ascomycota					
OTU3292	k__Fungi						
OTU3293	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU3294	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU3295	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU3296	k__Fungi						
OTU3297	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU3298	k__Fungi	p__Chytridiomycota					
OTU3299	k__Fungi						
OTU3300	k__Fungi						
OTU3301	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3302	k__Fungi	p__Ascomycota					
OTU3303	k__Fungi						
OTU3304	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3305	k__Fungi						
OTU3306	k__Fungi	p__Ascomycota					
OTU3307	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU3308	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU3309	k__Fungi						
OTU3310	k__Fungi						
OTU3311	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU3312	k__Fungi						
OTU3313	k__Fungi						
OTU3314	k__Fungi						
OTU3315	k__Fungi						
OTU3316	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3317	k__Fungi	p__Chytridiomycota					
OTU3318	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3319	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU3320	k__Fungi	p__Ascomycota					
OTU3321	k__Fungi	p__Ascomycota					
OTU3322	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3323	k__Fungi	p__Chytridiomycota					
OTU3324	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Cystofilobasidiales	f__Cystofilobasidiaceae	g__Cystofilobasidium	s__capitatum
OTU3325	k__Fungi						
OTU3326	k__Fungi	p__Ascomycota					
OTU3327	k__Fungi	p__Chytridiomycota					
OTU3328	k__Fungi						
OTU3329	k__Fungi						
OTU3330	k__Fungi						
OTU3331	k__Fungi	p__Chytridiomycota					
OTU3332	k__Fungi	p__Ascomycota	c__Laboulbeniomycetes	o__Pyxidiophorales	f__Pyxidiophoraceae	g__Pyxidiophora	s__arvernensis
OTU3333	k__Fungi						
OTU3334	k__Fungi						
OTU3335	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3336	k__Fungi						
OTU3337	k__Fungi	p__Chytridiomycota					
OTU3338	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3339	k__Fungi						
OTU3340	k__Fungi	p__Ascomycota					
OTU3341	k__Fungi	p__Ascomycota					
OTU3342	k__Fungi						
OTU3343	k__Fungi						
OTU3344	k__Fungi						
OTU3345	k__Fungi						
OTU3346	k__Fungi						
OTU3347	k__Fungi	p__Ascomycota					
OTU3348	k__Fungi	p__Ascomycota					
OTU3349	k__Fungi	p__Chytridiomycota					
OTU3350	k__Fungi						
OTU3351	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3352	k__Fungi						
OTU3353	k__Fungi						
OTU3354	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU3355	k__Fungi						
OTU3356	k__Fungi						
OTU3357	k__Fungi						
OTU3358	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3359	k__Fungi	p__Ascomycota					
OTU3360	k__Fungi						
OTU3361	k__Fungi	p__Chytridiomycota					
OTU3362	k__Fungi						
OTU3363	k__Fungi	p__Ascomycota					
OTU3364	k__Fungi						
OTU3365	k__Fungi						
OTU3366	k__Fungi	p__Ascomycota					
OTU3367	k__Fungi	p__Chytridiomycota					
OTU3368	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3369	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3370	k__Fungi	p__Ascomycota					
OTU3371	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3372	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3373	k__Fungi	p__Ascomycota					
OTU3374	k__Fungi	p__Ascomycota					
OTU3375	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3376	k__Fungi						
OTU3377	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3378	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3379	k__Fungi						
OTU3380	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3381	k__Fungi						
OTU3382	k__Fungi	p__Chytridiomycota					
OTU3383	k__Fungi						
OTU3384	k__Fungi	p__Ascomycota					
OTU3385	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Metschnikowiaceae	g__Metschnikowia	
OTU3386	k__Fungi						
OTU3387	k__Fungi						
OTU3388	k__Fungi						
OTU3389	k__Fungi	p__Ascomycota					
OTU3390	k__Fungi	p__Ascomycota					
OTU3391	k__Fungi	p__Ascomycota					
OTU3392	k__Fungi						
OTU3393	k__Fungi	p__Ascomycota					
OTU3394	k__Fungi						
OTU3395	k__Fungi						
OTU3396	k__Fungi						
OTU3397	k__Fungi						
OTU3398	k__Fungi						
OTU3399	k__Fungi						
OTU3400	k__Fungi	p__Ascomycota					
OTU3401	k__Fungi	p__Ascomycota					
OTU3402	k__Fungi						
OTU3403	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3404	k__Fungi	p__Ascomycota					
OTU3405	k__Fungi	p__Ascomycota					
OTU3406	k__Fungi						
OTU3407	k__Fungi	p__Chytridiomycota					
OTU3408	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3409	k__Fungi	p__Ascomycota					
OTU3410	k__Fungi	p__Ascomycota					
OTU3411	k__Fungi						
OTU3412	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU3413	k__Fungi						
OTU3414	k__Fungi						
OTU3415	k__Fungi						
OTU3416	k__Fungi						
OTU3417	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU3418	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU3419	k__Fungi						
OTU3420	k__Fungi						
OTU3421	k__Fungi						
OTU3422	k__Fungi						
OTU3423	k__Fungi	p__Ascomycota					
OTU3424	k__Fungi						
OTU3425	k__Fungi						
OTU3426	k__Fungi						
OTU3427	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3428	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU3429	k__Fungi	p__Ascomycota					
OTU3430	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU3431	k__Fungi						
OTU3432	k__Fungi	p__Ascomycota					
OTU3433	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3434	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3435	k__Fungi	p__Ascomycota					
OTU3436	k__Fungi						
OTU3437	k__Fungi						
OTU3438	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3439	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU3440	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU3441	k__Fungi	p__Chytridiomycota					
OTU3442	k__Fungi						
OTU3443	k__Fungi						
OTU3444	k__Fungi						
OTU3445	k__Fungi						
OTU3446	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3447	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3448	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3449	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3450	k__Fungi						
OTU3451	k__Fungi	p__Ascomycota					
OTU3452	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3453	k__Fungi	p__Ascomycota					
OTU3454	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3455	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU3456	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3457	k__Fungi	p__Ascomycota					
OTU3458	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU3459	k__Fungi	p__Ascomycota					
OTU3460	k__Fungi						
OTU3461	k__Fungi						
OTU3462	k__Fungi	p__Ascomycota					
OTU3463	k__Fungi	p__Ascomycota					
OTU3464	k__Fungi						
OTU3465	k__Fungi						
OTU3466	k__Fungi						
OTU3467	k__Fungi						
OTU3468	k__Fungi						
OTU3469	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Septoriella	
OTU3470	k__Fungi	p__Ascomycota					
OTU3471	k__Fungi	p__Ascomycota					
OTU3472	k__Fungi	p__Chytridiomycota					
OTU3473	k__Fungi						
OTU3474	k__Fungi	p__Ascomycota					
OTU3475	k__Fungi						
OTU3476	k__Fungi						
OTU3477	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Cladosporiales	f__Cladosporiaceae	g__Davidiella	
OTU3478	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3479	k__Fungi	p__Chytridiomycota					
OTU3480	k__Fungi						
OTU3481	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Filobasidiales	f__Filobasidiaceae	g__Filobasidium	s__floriforme
OTU3482	k__Fungi						
OTU3483	k__Fungi	p__Ascomycota					
OTU3484	k__Fungi						
OTU3485	k__Fungi						
OTU3486	k__Fungi	p__Ascomycota					
OTU3487	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3488	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymellaceae	g__Nothophoma	s__taboriae
OTU3489	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3490	k__Fungi						
OTU3491	k__Fungi						
OTU3492	k__Fungi	p__Ascomycota					
OTU3493	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU3494	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU3495	k__Fungi						
OTU3496	k__Fungi						
OTU3497	k__Fungi	p__Ascomycota					
OTU3498	k__Fungi						
OTU3499	k__Fungi	p__Ascomycota					
OTU3500	k__Fungi						
OTU3501	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3502	k__Fungi	p__Ascomycota					
OTU3503	k__Fungi						
OTU3504	k__Fungi						
OTU3505	k__Fungi	p__Ascomycota					
OTU3506	k__Fungi						
OTU3507	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU3508	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU3509	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU3510	k__Fungi						
OTU3511	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3512	k__Fungi						
OTU3513	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3514	k__Fungi	p__Chytridiomycota	c__Chytridiomycota_cls_Incertae_sedis	o__Chytridiomycota_ord_Incertae_sedis	f__Chytridiomycota_fam_Incertae_sedis	g__Chytridiomycota_gen_Incertae_sedis	
OTU3515	k__Fungi						
OTU3516	k__Fungi	p__Chytridiomycota					
OTU3517	k__Fungi						
OTU3518	k__Fungi	p__Ascomycota					
OTU3519	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU3520	k__Fungi						
OTU3521	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3522	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3523	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3524	k__Fungi						
OTU3525	k__Fungi						
OTU3526	k__Fungi						
OTU3527	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3528	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU3529	k__Fungi						
OTU3530	k__Fungi						
OTU3531	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3532	k__Fungi	p__Ascomycota					
OTU3533	k__Fungi	p__Ascomycota					
OTU3534	k__Fungi	p__Ascomycota					
OTU3535	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU3536	k__Fungi						
OTU3537	k__Fungi						
OTU3538	k__Fungi	p__Ascomycota					
OTU3539	k__Fungi						
OTU3540	k__Fungi						
OTU3541	k__Fungi						
OTU3542	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3543	k__Fungi						
OTU3544	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3545	k__Fungi	p__Ascomycota					
OTU3546	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3547	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU3548	k__Fungi	p__Ascomycota					
OTU3549	k__Fungi						
OTU3550	k__Fungi	p__Ascomycota					
OTU3551	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU3552	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU3553	k__Fungi	p__Ascomycota	c__Lecanoromycetes	o__Pertusariales	f__Pertusariaceae	g__Pertusaria	s__obruta
OTU3554	k__Fungi	p__Ascomycota					
OTU3555	k__Fungi	p__Ascomycota					
OTU3556	k__Fungi						
OTU3557	k__Fungi						
OTU3558	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
