OTU73	Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;s__
OTU74	Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;s__
OTU75	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;s__
OTU76	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;s__
OTU77	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;s__
OTU78	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;s__
OTU79	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;s__
OTU80	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;s__
OTU81	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;s__
OTU82	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;s__
OTU83	Bacteria;Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;s__
OTU84	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;s__
OTU85	Bacteria;Actinomycetota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;s__
OTU86	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;s__
OTU87	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;s__
OTU88	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;s__
OTU89	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;s__
OTU90	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;s__
OTU91	Bacteria;Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;s__
OTU92	Bacteria;Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;s__
OTU93	Bacteria;Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;s__
OTU94	Bacteria;Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;s__
OTU95	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;s__
OTU96	Bacteria;Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;s__
OTU97	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;s__
OTU98	Bacteria;Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;s__
OTU99	Bacteria;Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;s__
OTU100	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;s__
OTU101	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;s__
OTU102	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;s__
OTU103	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;s__
OTU104	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;s__
OTU105	Bacteria;Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;s__
OTU106	Bacteria;Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;s__
OTU107	Bacteria;Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;s__
OTU108	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;s__
OTU109	Bacteria;Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;aureus
OTU110	Bacteria;Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;s__
OTU111	Bacteria;Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;s__
OTU112	Bacteria;Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;s__
OTU113	Bacteria;Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;s__
OTU114	Bacteria;Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;s__
OTU115	Bacteria;Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;s__
OTU116	Bacteria;Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;s__
OTU117	Bacteria;Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;s__
OTU118	Bacteria;Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Staphylococcus;s__
OTU119	Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia-Shigella;s__
